,0
1171,8506210:0:3
1172,8506311:0:5
1173,8506322:0:1
1174,8506305:0:1
1175,8506304:0:1
1176,8506303:0:3
1177,8506302:0:2
1178,8506301:0:2
1179,8506300
1180,8506206:0:3
1181,8506300:0:1
1182,8506311:0:2
1183,8506206:0:4
1184,8506302:0:4
1185,8506206:0:6
1186,8506301:0:1
1187,8506395:0:2
1188,8506396:0:1
1189,8506397:0:1
1190,8506398:0:3
1191,8506121:0:5
1192,8506398:0:2
1193,8506121:0:1
1194,8506304:0:2
1195,8506305:0:2
1196,8506311:0:4
1197,8506300:0:2
1198,8506210:0:1
1199,8506206:0:5
1200,8506319:0:1
1201,8506318:0:1
1202,8506317:0:1
1203,8506316:0:1
1204,8506314:0:1
1205,8506313:0:1
1206,8506312:0:1
1207,8506312:0:2
1208,8506319:0:3
1209,8506313:0:2
1210,8506314:0:2
1211,8506317:0:2
1212,8503116:0:3
1213,8509418:0:1
1214,8509417:0:2
1215,8509416:0:2
1216,8509415:0:2
1217,8509414:0:3
1218,8509413:0:4
1219,8509412:0:4
1220,8509412:0:3
1221,8509413:0:3
1222,8509414:0:4
1223,8509415:0:1
1224,8509416:0:1
1225,8509417:0:1
1226,8506200:0:2
1227,8503117
1228,8506290:0:3
1229,8506291:0:1
1230,8506292:0:3
1231,8506293:0:2
1232,8506294:0:2
1233,8506201:0:2
1234,8506200:0:4
1235,8506292:0:2
1236,8509406:0:1
1237,8509404:0:1
1238,8509402:0:1
1239,8509401:0:1
1240,8509400:0:2
1241,8509400:0:1
1242,8509404:0:2
1243,8506200:0:1
1244,8500202:0:1
1245,8500212:0:3
1246,8500212:0:4
1247,8500202:0:2
1248,8501120:0:4
1249,8501120:0:8
1250,8501120:0:7
1251,8503116:0:1
1252,8506299:0:1
1253,8506298:0:1
1254,8506297:0:1
1255,8506394:0:2
1256,8506395:0:3
1257,8506121:0:4
1258,8506394:0:1
1259,8506396:0:2
1260,8506200:0:5
1261,8506200:0:3
1262,8506201:0:1
1263,8506202:0:1
1264,8506203:0:2
1265,8506204:0:1
1266,8506205:0:1
1267,8506203:0:1
1268,8506206
1269,8503424:0:1
1270,8503423:0:3
1271,8518924:0:1
1272,8503421:0:1
1273,8503424:0:4
1274,8503423:0:2
1275,8503424:0:2
1276,8503424:0:3
1277,8014490
1278,8014487
1279,8503424:0:5
1280,8503000:0:7
1281,8014558
1282,8505007:0:2
1283,8505006:0:3
1284,8505005:0:2
1285,8505004:0:4
1286,8502205:0:2
1287,8517112:0:1
1288,8502231:0:1
1289,8515994:0:1
1290,8517527:0:1
1291,8502300:0:1
1292,8502204:0:3
1293,8505112:0:1
1294,8505111:0:2
1295,8505007:0:4
1296,8502204:0:2
1297,8515993:0:1
1298,8502231:0:2
1299,8502205:0:3
1300,8505004:0:3
1301,8505005:0:1
1302,8505006:0:2
1303,8505007:0:5
1304,8505111:0:1
1305,8503209:0:2
1306,8503211:0:2
1307,8505004:0:5
1308,8505112:0:3
1309,8505114:0:2
1310,8505114:0:1
1311,8505112:0:2
1312,8505113:0:1
1313,8505004:0:6
1314,8505003:0:2
1315,8505002:0:2
1316,8505011:0:1
1317,8505001
1318,8505018:0:1
1319,8517336:0:2
1320,8505002:0:1
1321,8505003:0:3
1322,8517336:0:1
1323,8505004:0:2
1324,8503280:0:2
1325,8503281:0:3
1326,8503290
1327,8503282:0:3
1328,8503292:0:2
1329,8503284:0:4
1330,8503281:0:2
1331,8503292:0:1
1332,8503280:0:1
1333,8503282:0:2
1334,8503284:0:5
1335,8505003:0:4
1336,8503299:0:1
1337,8503209:0:6
1338,8503289:0:1
1339,8503295
1340,8503288:0:3
1341,8503294
1342,8503286:0:3
1343,8503288:0:2
1344,8503283:0:6
1345,8503284:0:2
1346,8503285:0:2
1347,8503286:0:2
1348,8503110:0:6
1349,8503283:0:4
1350,8503283:0:7
1351,8503284:0:3
1352,8503285:0:3
1353,8503289:0:2
1354,8503110:0:7
1355,8505114:0:4
1356,8503110:0:3
1357,8502113:0:6CD
1358,8501030:0:2
1359,8301310
1360,8301307
1361,8505307:0:4
1362,8505306:0:2
1363,8505305:0:4
1364,8505307:0:7
1365,8517519:0:2
1366,8516013
1367,8301203
1368,8301204
1369,8301205
1370,8301030
1371,8301031
1372,8325631
1373,8319371
1374,8325635
1375,8320005
1376,8517519:0:1
1377,8505305:0:5
1378,8505306:0:1
1379,8505307:0:2
1380,8518475:0:2
1381,8505304:0:1
1382,8505303:0:3
1383,8505302:0:3
1384,8505301:0:2
1385,8505300:0:4
1386,8505219:0:2
1387,8505218:0:3
1388,8505217:0:2
1389,8505216:0:3
1390,8505214:0:4
1391,8505213:0:4
1392,8505213:0:3
1393,8505391
1394,8505399
1395,8530790
1396,8505393
1397,8530789
1398,8505394
1399,8505390
1400,8505395
1401,8505392
1402,8505396
1403,8505397
1404,8505398
1405,8505305:0:3
1406,8505213:0:6
1407,8505214
1408,8505300:0:1
1409,8505301:0:1
1410,8505302:0:4
1411,8505303:0:4
1412,8505304:0:2
1413,8518475:0:1
1414,8505305:0:2
1415,8505307:0:5
1416,8505300:0:2
1417,8505305:0:1
1418,8505214:0:3
1419,8505214:0:2
1420,8505216:0:4
1421,8505217:0:1
1422,8505218:0:2
1423,8505219:0:1
1424,8505217
1425,8505213
1426,8505304:0:3
1427,8301312
1428,8301313
1429,8301315
1430,8301316
1431,8301318
1432,8301320
1433,8301321
1434,8301322
1435,8301325
1436,8301326
1437,8301700
1438,8505213:0:2
1439,8505300:0:3
1440,8505213:0:1
1441,8505400:0:1
1442,8505401:0:2
1443,8505402:0:1
1444,8505412:0:1
1445,8505404:0:3
1446,8505415:0:2
1447,8505214:0:6
1448,8505212:0:3
1449,8505209:0:3
1450,8505400:0:2
1451,8505400:0:3
1452,8505209
1453,8505212:0:2
1454,8505214:0:5
1455,8505415:0:1
1456,8505404:0:2
1457,8505401:0:3
1458,8505212:0:1
1459,8505400:0:4
1460,8505201:0:1
1461,8505202:0:3
1462,8505204:0:2
1463,8505205:0:1
1464,8505207:0:2
1465,8505209:0:2
1466,8505209:0:1
1467,8505204:0:3
1468,8505202:0:2
1469,8505404:0:1
1470,8505405:0:1
1471,8505406
1472,8505407
1473,8505410:0:1
1474,8505408
1475,8505862:0:2
1476,8505861:0:2
1477,8505874
1478,8301113:0:1
1479,8301116
1480,8301117
1481,8301118
1482,8301140
1483,8301141
1484,8301142
1485,8301143
1486,8301144
1487,8301145
1488,8505408:0:2
1489,8505408:0:1
1490,8301113:0:2
1491,8506105:0:5
1492,8506190:0:2
1493,8506185
1494,8506184
1495,8506183:0:1
1496,8506168:0:1
1497,8506182:0:1
1498,8506188:0:1
1499,8506181:0:1
1500,8506105:0:15
1501,8506183:0:2
1502,8506105:0:4
1503,8506105:0:14
1504,8506193
1505,8506194:0:2
1506,8506195
1507,8506196
1508,8506197
1509,8506198:0:1
1510,8506131:0:2
1511,8014586:0:3
1512,8506198:0:2
1513,8506131:0:3
1514,8506131:0:2A
1515,8506131:0:1B
1516,8506194:0:1
1517,8506128:0:3
1518,8506131:0:1
1519,8506131:0:3A
1520,8506206:0:11
1521,8506178
1522,8506170
1523,8506177
1524,8506176
1525,8506169
1526,8506175
1527,8506174
1528,8506173
1529,8506172
1530,8506179
1531,8506171
1532,8506100:0:11
1533,8506206:0:12
1534,8503003:0:3
1535,8506000:0:6
1536,8506016:0:4
1537,8506217:0:1
1538,8506016:0:3
1539,8503003:0:2
1540,8506108:0:1
1541,8506107:0:1
1542,8506106:0:3
1543,8506017:0:2
1544,8506018:0:2
1545,8506019:0:3
1546,8506101:0:2
1547,8506102:0:2
1548,8506103:0:2
1549,8506104:0:2
1550,8506106:0:22
1551,8506107:0:2
1552,8506108:0:2
1553,8506104:0:3
1554,8506103:0:3
1555,8506102:0:1
1556,8506101:0:3
1557,8506019:0:2
1558,8506018:0:3
1559,8506017:0:3
1560,8506000:0:9
1561,8506000:0:7
1562,8506121:0:2
1563,8506000
1564,8506217:0:3
1565,8506216:0:1
1566,8506215:0:3
1567,8506214:0:1
1568,8506213
1569,8506212
1570,8506211:0:2
1571,8506302:0:3A
1572,8506309:0:1
1573,8516270:0:1
1574,8506308
1575,8516271:0:1
1576,8506307:0:2
1577,8506306:0:2
1578,8506311:0:3
1579,8506311
1580,8506307:0:1
1581,8506105
1582,8503016:0:4
1583,8506000:0:8
1584,8503425
1585,8503426:0:1
1586,8503427
1587,8506148:0:1
1588,8503428
1589,8503429:0:1
1590,8506025
1591,8506139:0:3
1592,8506138
1593,8506137
1594,8506136
1595,8506135:0:1
1596,8506134:0:1
1597,8506133
1598,8506118:0:1
1599,8506132
1600,8506135:0:2
1601,8506139:0:2
1602,8506122:0:1
1603,8506123:0:1
1604,8506124
1605,8506125:0:1
1606,8588122:0:1
1607,8506143:0:1
1608,8506126
1609,8506127:0:1
1610,8506119:0:1
1611,8506128:0:1
1612,8506131:0:3B
1613,8503424
1614,8506125:0:2
1615,8506131:0:2B
1616,8506121
1617,8506398
1618,8505113:0:4
1619,8505119:0:3
1620,8518452:0:1
1621,8501118:0:1
1622,8501117:0:4
1623,8501116:0:2
1624,8501115:0:1
1625,8501114:0:1
1626,8501113:0:1
1627,8501112:0:2
1628,8501111:0:2
1629,8501110:0:2
1630,8504201:0:1
1631,8501120:0:9
1632,8501120:0:6
1633,8501110:0:1
1634,8501111:0:1
1635,8501112:0:3
1636,8501113:0:2
1637,8501114:0:2
1638,8501115:0:2
1639,8501116:0:1
1640,8501117:0:3
1641,8501118:0:4
1642,8518452:0:3
1643,8501026:0:4
1644,8501030:0:1
1645,8501096
1646,8501095
1647,8501085
1648,8501094
1649,8501083
1650,8501082
1651,8501093
1652,8501092
1653,8501080
1654,8501091
1655,8501081
1656,8501090
1657,8501054
1658,8501037:0:5
1659,8501099
1660,8501098
1661,8501097
1662,8501089
1663,8501088
1664,8501087
1665,8501084
1666,8501103:0:5
1667,8501104:0:2
1668,8501105:0:1
1669,8501106:0:2
1670,8501107:0:1
1671,8501108:0:2
1672,8501120:0:3
1673,8501121:0:2
1674,8501122:0:2
1675,8501123:0:2
1676,8501124:0:1
1677,8501125:0:1
1678,8501126:0:1
1679,8501127:0:1
1680,8501200:0:2
1681,8501201:0:2
1682,8501202:0:2
1683,8501203:0:2
1684,8501300:0:3
1685,8501301:0:2
1686,8501302:0:1
1687,8501303:0:3
1688,8501103:0:1
1689,8501303:0:2
1690,8501304:0:1
1691,8501400:0:1
1692,8501402:0:1
1693,8501403:0:4
1694,8501302:0:2
1695,8501301:0:1
1696,8501300:0:1
1697,8501203:0:1
1698,8501202:0:1
1699,8501201:0:1
1700,8501200:0:1
1701,8501127:0:2
1702,8501126:0:2
1703,8501125:0:2
1704,8501124:0:2
1705,8501123:0:1
1706,8501122:0:1
1707,8501121:0:1
1708,8501108:0:1
1709,8501107:0:2
1710,8501106:0:1
1711,8501105:0:2
1712,8501104:0:1
1713,8501103:0:3
1714,8501103
1715,8501402:0:2
1716,8501400:0:2
1717,8501304:0:2
1718,8501303:0:1
1719,8501118:0:2
1720,8501045:0:1
1721,8501048:0:1
1722,8501047:0:1
1723,8501036:0:1
1724,8501042:0:1
1725,8501035:0:3
1726,8501042:0:2
1727,8501036:0:2
1728,8501047:0:2
1729,8501048:0:2
1730,8501045:0:2
1731,8501118:0:3
1732,8501120:0:70
1733,8504012:0:1
1734,8504014:0:3
1735,8504007:0:1
1736,8504012:0:2
1737,8504011:0:3
1738,8504003:0:2
1739,8504010:0:2
1740,8504000:0:1
1741,8504000:0:2
1742,8504010:0:1
1743,8504003:0:1
1744,8504011:0:2
1745,8504007:0:2
1746,8501035:0:1
1747,8504020:0:1
1748,8504021:0:1
1749,8504021:0:2
1750,8504020:0:2
1751,8504221:0:4
1752,8504300
1753,8501115
1754,8504013:0:1
1755,8504040:0:1
1756,8504015:0:1
1757,8501200:0:4
1758,8501200:0:5
1759,8504012:0:3
1760,8504016
1761,8504017:0:1
1762,8504018:0:1
1763,8504120
1764,8504121
1765,8504122:0:1
1766,8504018:0:2
1767,8504141:0:220
1768,8501605:0:5
1769,8501601:0:1
1770,8501509:0:3
1771,8501506:0:3
1772,8501500:0:1
1773,8501403:0:2
1774,8501026:0:1
1775,8501403:0:1
1776,8501500:0:2
1777,8501506:0:2
1778,8501509:0:2
1779,8501031:0:3
1780,8501023:0:2
1781,8501035:0:2
1782,8501033:0:2
1783,8501500:0:3
1784,8501506:0:1
1785,8501023:0:3
1786,8501031:0:1
1787,8501033:0:1
1788,8501037:0:1
1789,8501037:0:4
1790,8501403:0:3
1791,8501026
1792,8501601:0:2
1793,8503010:0:1
1794,8503010:0:2
1795,8503000:0:3
1796,8503147:0:2
1797,8503306:0:1
1798,8503305:0:1
1799,8503505:0:4
1800,8503511:0:2
1801,8503305:0:3
1802,8503306:0:3
1803,8503147:0:1
1804,8503003:0:1
1805,8503000:0:33
1806,8503088:0:22
1807,8503090
1808,8503051
1809,8503052
1810,8503053
1811,8503054
1812,8503055
1813,8503056
1814,8503057
1815,8503020:0:3
1816,8503006:0:8
1817,8503310:0:3
1818,8503400:0:2
1819,8506048:0:2
1820,8503001:0:2
1821,8506047:0:1
1822,8503310:0:2
1823,8503006:0:5
1824,8503020:0:2
1825,8506014:0:3
1826,8506013:0:1
1827,8506011:0:1
1828,8506048:0:1
1829,8506038:0:1
1830,8506036:0:1
1831,8506020:0:1
1832,8506001:0:5
1833,8506002:0:1
1834,8506001:0:4
1835,8500309:0:5B
1836,8500309
1837,8503293
1838,8503287:0:2
1839,8503206:0:1
1840,8503287:0:1
1841,8503006:0:2
1842,8503129:0:3
1843,8503128:0:4
1844,8503127:0:2
1845,8503126:0:1
1846,8503125:0:2
1847,8503124:0:1
1848,8503123:0:2
1849,8503130:0:2
1850,8503120:0:2
1851,8503121:0:1
1852,8503122:0:2
1853,8503123:0:3
1854,8503125:0:1
1855,8503126:0:2
1856,8503127:0:3
1857,8503128:0:3
1858,8503129:0:4
1859,8503006:0:1
1860,8502224:0:3
1861,8502223:0:2
1862,8502222:0:3
1863,8502221:0:1
1864,8502229:0:2
1865,8502220:0:2
1866,8503130:0:3
1867,8502221:0:2
1868,8502224:0:2
1869,8503123:0:4
1870,8503124:0:2
1871,8502220:0:1
1872,8502229:0:1
1873,8502222:0:2
1874,8502223:0:1
1875,8502224:0:1
1876,8503312:0:3
1877,8503314:0:1
1878,8503315:0:2
1879,8503316:0:1
1880,8503317:0:1
1881,8503318:0:1
1882,8503319:0:1
1883,8503006:0:7
1884,8503311:0:3
1885,8503315:0:3
1886,8503311:0:4
1887,8503006:0:6
1888,8503123:0:5
1889,8503122:0:3
1890,8503121:0:2
1891,8503120:0:1
1892,8503110:0:1
1893,8503004:0:2
1894,8503100:0:2
1895,8503141:0:1
1896,8503101:0:4
1897,8503102:0:3
1898,8503111:0:2
1899,8503103:0:3
1900,8503104:0:2
1901,8503105:0:2
1902,8503106:0:1
1903,8503107:0:4
1904,8503108:0:2
1905,8503109:0:3
1906,8503112:0:1
1907,8503108:0:3
1908,8503107:0:3
1909,8503105:0:1
1910,8503104:0:3
1911,8503111:0:1
1912,8503102:0:2
1913,8503101:0:3
1914,8503141:0:2
1915,8503100:0:3
1916,8503004:0:1
1917,8503103:0:2
1918,8503059
1919,8530813
1920,8530812
1921,8591429
1922,8530811
1923,8591315
1924,8503078
1925,8503077
1926,8503067
1927,8503075
1928,8503066
1929,8503068
1930,8503074
1931,8503065:0:2
1932,8503064
1933,8503072
1934,8503063
1935,8503062
1936,8590601
1937,8590648
1938,8590722
1939,8590785
1940,8590613
1941,8590711
1942,8576226
1943,8576225
1944,8503065:0:1
1945,8503060
1946,8503070
1947,8503061
1948,8591104
1949,8503065
1950,8503065:0:3
1951,8503508:0:1
1952,8503305:0:6
1953,8503303:0:2
1954,8503302:0:2
1955,8503301:0:1
1956,8503302:0:1
1957,8503303:0:1
1958,8503306:0:2
1959,8503211:0:1
1960,8503207:0:1
1961,8503204:0:3
1962,8503202:0:6
1963,8503011:0:2
1964,8503006:0:3
1965,8503011:0:1
1966,8503202:0:3
1967,8503204:0:4
1968,8503207:0:2
1969,8503225
1970,8503225:0:7B
1971,8503526:0:3
1972,8503008:0:2
1973,8503008:0:1
1974,8503401:0:1
1975,8503402:0:2
1976,8503403:0:3
1977,8503404:0:3
1978,8503420:0:1
1979,8503421:0:3
1980,8506011:0:2
1981,8506013:0:2
1982,8506014:0:2
1983,8503009:0:4
1984,8503200:0:1
1985,8503201:0:1
1986,8502209:0:2
1987,8502208:0:3
1988,8503015:0:1
1989,8503307:0:2
1990,8503305:0:2
1991,8506047:0:2
1992,8503006:0:4
1993,8503015:0:2
1994,8502204:0:1
1995,8502208:0:4
1996,8502209:0:1
1997,8503201:0:2
1998,8503200:0:2
1999,8503009:0:3
2000,8502204:0:6B
2001,8503307:0:3
2002,8503134:0:1
2003,8503135
2004,8503136:0:2
2005,8503137
2006,8503138:0:1
2007,8503139:0:1
2008,8503121:0:3
2009,8503139:0:2
2010,8506000:0:2
2011,8506002:0:2
2012,8506003:0:1
2013,8506004:0:1
2014,8506005:0:2
2015,8506006:0:1
2016,8506007:0:1
2017,8506008:0:2
2018,8506009:0:1
2019,8503136:0:1
2020,8506008:0:1
2021,8506005:0:1
2022,8506024:0:1
2023,8506023
2024,8506022
2025,8506021
2026,8506139:0:1
2027,8506024:0:2
2028,8503301:0:2
2029,8503300:0:1
2030,8503123:0:1
2031,8503305:0:5
2032,8502113:0:4CD
2033,8506049:0:1
2034,8506046:0:1
2035,8506045:0:2
2036,8506045:0:1
2037,8506046:0:2
2038,8506049:0:2
2039,8506039:0:1
2040,8506000:0:1
2041,8506001:0:7
2042,8516218:0:2
2043,8506015:0:2
2044,8506035:0:2
2045,8506012:0:1
2046,8506010:0:1
2047,8506010:0:2
2048,8506012:0:2
2049,8506035:0:1
2050,8506015:0:1
2051,8516218:0:1
2052,8506001:0:6
2053,8500010:0:9AB
2054,8500010:0:5AB
2055,8503097
2056,8503089
2057,8503099
2058,8503096
2059,8503095
2060,8503094
2061,8503093
2062,8503086
2063,8503087
2064,8503091
2065,8503088:0:21
2066,8503098
2067,8506044
2068,8506043
2069,8506042
2070,8506041
2071,8503400:0:4
2072,8503402:0:3
2073,8503405
2074,8503413:0:1
2075,8503415:0:1
2076,8503414:0:1
2077,8503408:0:6
2078,8503400:0:6
2079,8502225:0:1
2080,8502226:0:1
2081,8502226:0:2
2082,8502227:0:2
2083,8518459
2084,8502204:0:7
2085,8502227:0:3
2086,8503004:0:3
2087,8503007:0:2
2088,8503007:0:3
2089,8503529:0:3
2090,8503528:0:1
2091,8503525:0:1
2092,8503527:0:1
2093,8503105:0:3
2094,8503526:0:4
2095,8503529:0:2
2096,8503340:0:1
2097,8503309:0:1
2098,8503308:0:3
2099,8503307:0:1
2100,8503308:0:4
2101,8503340:0:2
2102,8503304:0:2
2103,8503304:0:3
2104,8503109:0:2
2105,8503110
2106,8503203:0:2
2107,8503205:0:4
2108,8503208:0:1
2109,8503210:0:1
2110,8503210:0:2
2111,8503208:0:2
2112,8503205:0:3
2113,8503203:0:1
2114,8503209:0:7
2115,8503312:0:2
2116,8503313:0:5
2117,8503400:0:3
2118,8503313:0:6
2119,8503312:0:1
2120,8503125:0:3
2121,8503400:0:1
2122,8503421:0:2
2123,8503404:0:4
2124,8503403:0:4
2125,8503402:0:1
2126,8503401:0:2
2127,8011068
2128,8302593
2129,8101236
2130,8509404:0:4
2131,8509404:0:3
2132,8506314:0:3
2133,8507478:0:3
2134,8507475:0:1
2135,8507474:0:2
2136,8718206
2137,8500010:0:7AB
2138,8500010:0:33
2139,8500010:0:35
2140,8500010:0:31
2141,8771513
2142,8501120
2143,8501008:0:7
2144,8774500
2145,8501008:0:8
2146,8501103:0:4
2147,8500010:0:7CD
2148,8509189:0:3
2149,8509192
2150,8509193
2151,8509194
2152,8509195:0:2
2153,8509197
2154,8509198
2155,8509199
2156,8509250
2157,8509251:0:2
2158,8509252
2159,8509253:0:2
2160,8508399:0:1
2161,8508396:0:1
2162,8508394:0:2
2163,8507290:0:5
2164,8507272:0:1
2165,8507271
2166,8501399:0:2
2167,8501398
2168,8501397
2169,8501394:0:1
2170,8501392
2171,8501379
2172,8501377
2173,8501376
2174,8501375
2175,8501300:0:6
2176,8508399:0:2
2177,8508399:0:3
2178,8504221:0:6
2179,8507273
2180,8501300:0:5
2181,8501394:0:3
2182,8501399:0:1
2183,8507272:0:2
2184,8507492:0:4
2185,8508301:0:2
2186,8508302:0:1
2187,8508303:0:2
2188,8508304:0:1
2189,8508329:0:1
2190,8508305:0:1
2191,8508306:0:3
2192,8508308:0:2
2193,8508309:0:2
2194,8508310:0:1
2195,8508311:0:1
2196,8508308:0:1
2197,8508306:0:2
2198,8508303:0:3
2199,8508308:0:3
2200,8508309:0:1
2201,8508305:0:2
2202,8505119:0:2
2203,8505201:0:2
2204,8505201:0:3
2205,8509253:0:1
2206,8509195:0:1
2207,8509189:0:2
2208,8502213
2209,8502272
2210,8502274:0:1
2211,8502275:0:1
2212,8502268:0:1
2213,8502270:0:1
2214,8517376:0:1
2215,8502248:0:1
2216,8502185:0:1
2217,8505063
2218,8505062
2219,8505064
2220,8505065
2221,8505066
2222,8505067
2223,8505068
2224,8505069
2225,8501552
2226,8530832
2227,8507492:0:2A
2228,8507388:0:2
2229,8507389:0:3
2230,8507384:0:2
2231,8507492:0:1
2232,8501200:0:7
2233,8501281
2234,8501306
2235,8501578
2236,8501577
2237,8501576
2238,8504231:0:1
2239,8504232
2240,8504221:0:7
2241,8504314:0:6
2242,8504315:0:1
2243,8504316:0:2
2244,8504316:0:1
2245,8507364
2246,8507361
2247,8507374
2248,8501181
2249,8501160
2250,8501161
2251,8501162
2252,8501163
2253,8501164
2254,8501165
2255,8501167
2256,8501166
2257,8501168
2258,8501170
2259,8501169
2260,8587727
2261,8501171
2262,8501172
2263,8501173
2264,8501174
2265,8501178
2266,8501175
2267,8501176
2268,8501177
2269,8507378
2270,8507560
2271,8507379
2272,8508350
2273,8508351
2274,8508352
2275,8508456
2276,8508449
2277,8508458
2278,8505119:0:11
2279,8505165
2280,8505119:0:13
2281,8505165:0:4
2282,8509253:0:3
2283,8509251:0:3AB
2284,8509253:0:7
2285,8509350
2286,8509351
2287,8509255:0:4
2288,8509352
2289,8509353
2290,8509354
2291,8519370
2292,8509373
2293,8509356
2294,8509357
2295,8509358
2296,8509359
2297,8509361:0:1
2298,8509363
2299,8509364
2300,8509365
2301,8509366
2302,8509367
2303,8509368:0:1
2304,8509369:0:3
2305,8509369:0:4
2306,8509253:0:6
2307,8509368:0:2
